"Date","Calories","Carbs","Fat","Protein","Food_Amount","Water_Amount","Weight","BMI","Heart_Rate","Calories_Burned","Duration_Minutes","Duration","Active_Duration","Steps"
2020-12-15,1755,208.07,57.03,101.1,2193.5,NA,164,26.36,104.666666666667,527,98.14,5888000,5888000,8900
2020-12-16,1705,183.67,58.58,112.53,2170,NA,163.5,26.29,112.5,1115,168.85,10131000,9845000,18575
2020-12-17,1691,189.46,65.17,88.1,1996,NA,164,26.36,102.25,631,119.49,7169000,7169000,10845
2020-12-18,1681,175.4,70.35,88.88,1866,NA,163.5,26.29,115,881,126.64,7598000,7587000,14557
2020-12-19,1827,213.2,64.51,92.42,1896,NA,163.3,26.25,100.666666666667,474,90.49,5429000,5429000,8234
2020-12-20,1628,211.05,45.33,92.71,2074,NA,162.9,26.18,99,545,105.81,6349000,6349000,9399
2020-12-21,1617,205.03,46.49,93.45,2360,NA,164.4,26.43,115.333333333333,851,122.75,7365000,7360000,14347
2020-12-22,1738,223.47,61.45,78.15,1674,NA,162.4,26.11,100.666666666667,486,93.02,5581000,5581000,8496
2020-12-23,1639,195.6,53.26,88.3,1637,NA,163.5,26.29,110.75,870,139.68,8381000,8147000,14333
2020-12-24,2128,228.09,81.46,104.64,1136.25,NA,163.5,26.29,101,463,87.03,5222000,5222000,8122
2020-12-25,2435,272.11,102.59,85.15,2057.2,NA,164.2,26.4,116,1203,167.75,10065000,9755000,20154
2020-12-26,2732,352.28,105.1,83.78,2061.6,NA,NA,NA,102.25,600,116.06,6964000,6964000,9819
2020-12-27,3476,416.47,147.18,106.55,2390.3,NA,164.4,26.43,112.75,1458,215.83,12950000,12944000,17771
2020-12-28,2693,396.74,80.9,77.95,2279.4,NA,NA,NA,115.25,1128,181.38,10883000,10239000,19242
2020-12-29,1649,203.14,51.78,89.91,1928.5,NA,166.6,26.79,113.75,960,149.5,8970000,8732000,16456
2020-12-30,1626,191.81,53.11,89.81,2292.5,NA,165.1,26.54,98.3333333333333,510,102.42,6145000,6145000,8657
2020-12-31,3089,279.86,120.06,77.77,3043.5,NA,163.8,26.33,113,1213,216.91,13015000,12799000,22066
2021-01-01,3074,162.5,137.58,17.2,2410,NA,165.5,26.61,98,513,103.26,6195000,6195000,8790
2021-01-02,1755,201.81,63.12,88.48,1998.5,NA,166.8,26.82,108,981,165.04,9902000,9408000,17363
2021-01-03,1605,198.17,51.9,86.04,2022.5,NA,166,26.68,105.333333333333,708,127.24,7634000,7612000,9481
2021-01-04,1707,206.03,59.45,84.48,2028.5,NA,164.2,26.4,113.2,1102,172.47,10348000,10197000,17904
2021-01-05,1755,211.53,61.48,86.24,2100,NA,164.4,26.43,98,528,103.25,6195000,6195000,9029
2021-01-06,1707,185.63,65.88,89.98,1940,NA,164.9,26.5,110.75,1067,165.11,9907000,9497000,18509
2021-01-07,1795,209.25,56.92,108.32,2158.5,3000,164.9,26.5,108,953,159.97,9598000,9207000,16528
2021-01-08,1543,172.88,63.36,72.17,2205,NA,164,26.36,99,543,106.67,6400000,6400000,9200
2021-01-09,1725,185.45,67.16,96.86,2318.5,2000,162.9,26.18,114,1453,228.15,13688000,13547000,21237
2021-01-10,1702,205.78,54.18,90.06,1830,2000,162.7,26.15,105.5,935,161.19,9671000,9668000,14640
2021-01-11,1744,213.3,56.37,91.96,1983.5,2750,163.3,26.25,111.25,1097,163.33,9800000,9663000,18342
2021-01-12,1628,197.55,43.29,105.9,1993.25,3000,163.8,26.33,98,533,104.11,6247000,6247000,9096
2021-01-13,1711,200,58.78,92.87,2288.5,2000,162.9,26.18,106.5,1114,180.38,10823000,10619000,16940
2021-01-14,1640,175.04,61.48,96.82,2432.25,2000,161.8,26.01,95.75,611,130.98,7859000,7856000,9782
2021-01-15,1736,206.4,63.35,79.48,1893.5,NA,162,26.04,109.25,1018,156.27,9376000,9068000,17213
2021-01-16,1582,174.47,52.12,97.59,2015,1500,162.7,26.15,97,352,65.7,3942000,3942000,6191
2021-01-17,1536,198.74,40.53,88.96,2068,NA,162.9,26.18,115,986,143.42,8605000,8479000,16685
2021-01-18,1511,180.9,49.79,81.72,1676.5,2000,161.1,25.9,100,785,166.68,10001000,9108000,13220
2021-01-19,1620,195.83,49.18,95.01,1813.94,2500,161.1,25.9,112.5,1070,204.31,12259000,8961000,17918
2021-01-20,1661,195.75,47.16,110.45,2467.75,1750,161.8,26.01,114,751,110.47,6628000,6520000,12772
2021-01-21,1630,206.6,47.81,90.1,2114.5,NA,160.4,25.79,111,896,174.32,10459000,9591000,13902
2021-01-22,1660,212.14,50.3,86.18,1865,NA,160.9,25.86,114.8,1355,202.96,12177000,11964000,23343
2021-01-23,1814,207.33,58.12,115.4,2036,2000,160.4,25.79,109.4,892,165.08,9905000,9766000,13474
2021-01-24,1861,226.97,50.55,129.74,2065,1500,160.2,25.76,108.5,1253,179.01,10740000,10466000,21449
2021-01-25,1625,191.82,50.29,97.88,1843,1500,160,25.72,96.6666666666667,781,153.03,9182000,9021000,13733
2021-01-26,1493,182.06,38.59,101.35,1585,NA,159.6,25.65,101.5,884,182.65,10959000,9990000,12139
2021-01-27,1607,156.51,66.36,89.5,1795,NA,159.8,25.69,110.5,1031,155.86,9351000,9224000,17475
2021-01-28,1657,222.16,39.04,108.05,1845,NA,158.9,25.55,107.25,1037,158.54,9512000,9504000,17834
2021-01-29,1586,232.36,36.49,74.9,2050,NA,159.3,25.62,109.75,926,141.59,8496000,8492000,16082
2021-01-30,1658,204.71,47.25,98.51,2285,NA,160,25.72,104,729,133.49,8009000,8008000,10199
2021-01-31,1619,203.76,50.21,82.74,1826.5,NA,158.9,25.55,109,1087,164.17,9851000,9644000,18690
2021-02-01,1636,227.14,37.87,88.96,2178,NA,159.8,25.69,93,496,112.63,6758000,6758000,8049
2021-02-02,1722,214.65,54.74,96.98,2072,NA,158.2,25.44,115.666666666667,1020,141.02,8461000,8256000,18047
